date,global_tilted_irradiance_forecast,temperature_2m_forecast,E_inverter_input_forecast,Price_forecast,PV_fault,Cyberattack_alert,Buy_percentage
2025-05-01 00:00:00+00:00,0.0,17.75,0.0,29.2,0,0,0.5
2025-05-01 00:15:00+00:00,0.0,17.75,0.0,29.2,0,0,0.5
2025-05-01 00:30:00+00:00,0.0,17.75,0.0,29.2,0,0,0.5
2025-05-01 00:45:00+00:00,0.0,17.75,0.0,29.2,0,0,0.5
2025-05-01 01:00:00+00:00,0.0,17.75,0.0,22.66,0,0,0.5
2025-05-01 01:15:00+00:00,0.0,17.75,0.0,22.66,0,0,0.5
2025-05-01 01:30:00+00:00,0.0,17.8,0.0,22.66,0,0,0.5
2025-05-01 01:45:00+00:00,0.0,17.8,0.0,22.66,0,0,0.5
2025-05-01 02:00:00+00:00,0.0,17.8,0.0,22.59,0,0,0.5
2025-05-01 02:15:00+00:00,0.0,17.75,0.0,22.59,0,0,0.5
2025-05-01 02:30:00+00:00,0.0,17.75,0.0,22.59,0,0,0.5
2025-05-01 02:45:00+00:00,0.0,17.7,0.0,22.59,0,0,0.5
2025-05-01 03:00:00+00:00,0.0,17.65,0.0,23.22,0,0,0.5
2025-05-01 03:15:00+00:00,0.0,17.65,0.0,23.22,0,0,0.5
2025-05-01 03:30:00+00:00,0.0,17.65,0.0,23.22,0,0,0.5
2025-05-01 03:45:00+00:00,0.0,17.65,0.0,23.22,0,0,0.5
2025-05-01 04:00:00+00:00,0.0,17.65,0.0,22.59,0,0,0.5
2025-05-01 04:15:00+00:00,0.0,17.65,0.0,22.59,0,0,0.5
2025-05-01 04:30:00+00:00,0.0,17.65,0.0,22.59,0,0,0.5
2025-05-01 04:45:00+00:00,7.999999,17.65,5508.014735294467,22.59,0,0,0.5
2025-05-01 05:00:00+00:00,30.999992,17.7,21347.952271612503,27.2,0,0,0.5
2025-05-01 05:15:00+00:00,65.99999,17.75,45459.847383910215,27.2,0,0,0.5
2025-05-01 05:30:00+00:00,110.999985,17.85,76486.69457290892,27.2,0,0,0.5
2025-05-01 05:45:00+00:00,159.00003,17.95,109607.17254882166,27.2,0,0,0.5
2025-05-01 06:00:00+00:00,207.99998,18.0,143414.9519943386,28.16,0,0,0.5
2025-05-01 06:15:00+00:00,257.0,18.0,177200.2221468724,28.16,0,0,0.5
2025-05-01 06:30:00+00:00,306.0,18.0,210985.47850950566,28.16,0,0,0.5
2025-05-01 06:45:00+00:00,358.0,18.0,246839.21995556547,28.16,0,1,0.5
2025-05-01 07:00:00+00:00,408.0,18.0,281313.9713460075,23.02,0,1,0.5
2025-05-01 07:15:00+00:00,458.0,18.0,315788.7227364496,23.02,0,1,0.5
2025-05-01 07:30:00+00:00,507.0,18.05,349645.90790136665,23.02,0,1,0.5
2025-05-01 07:45:00+00:00,555.0,18.05,382748.4790636262,23.02,0,0,0.5
2025-05-01 08:00:00+00:00,601.0,18.05,414471.7764274582,18.39,0,0,0.75
2025-05-01 08:15:00+00:00,645.0,18.05,444815.7999928628,18.39,0,0,0.75
2025-05-01 08:30:00+00:00,686.0,18.0,472993.5890768656,18.39,0,0,0.75
2025-05-01 08:45:00+00:00,726.0,17.95,500470.3915492626,18.39,0,0,0.75
2025-05-01 09:00:00+00:00,764.0,17.95,526665.8114926125,17.95,0,0,1.0
2025-05-01 09:15:00+00:00,798.0,17.95,550103.8188103465,17.95,0,0,1.0
2025-05-01 09:30:00+00:00,828.0,18.0,570901.8830257212,17.95,0,0,1.0
2025-05-01 09:45:00+00:00,856.0,18.0,590207.7438043688,17.95,0,0,1.0
2025-05-01 10:00:00+00:00,880.0,18.05,606880.4713080919,5.79,0,0,1.0
2025-05-01 10:15:00+00:00,900.0,18.05,620673.2092923669,5.79,0,0,1.0
2025-05-01 10:30:00+00:00,917.0,18.05,632397.0365790004,5.79,0,0,0.75
2025-05-01 10:45:00+00:00,930.0,18.1,641494.2566753351,5.79,0,0,0.75
2025-05-01 11:00:00+00:00,939.0,18.1,647702.2656109029,5.1,0,0,0.75
2025-05-01 11:15:00+00:00,945.0,18.1,651840.9382346147,5.1,0,0,0.75
2025-05-01 11:30:00+00:00,947.0,18.15,653354.8479962914,5.1,0,0,0.75
2025-05-01 11:45:00+00:00,944.0,18.2,651419.0126764453,5.1,0,0,0.75
2025-05-01 12:00:00+00:00,938.0,18.2,647278.6375958747,5.1,0,0,0.75
2025-05-01 12:15:00+00:00,927.0,18.2,639687.9499481617,5.1,0,0,0.75
2025-05-01 12:30:00+00:00,913.0,18.25,630156.6033528363,5.1,0,0,0.75
2025-05-01 12:45:00+00:00,895.0,18.25,617732.9244258363,5.1,0,0,0.75
2025-05-01 13:00:00+00:00,873.0,18.25,602548.4279595029,5.0,0,0,0.75
2025-05-01 13:15:00+00:00,847.0,18.25,584603.113953836,5.0,0,0,0.75
2025-05-01 13:30:00+00:00,819.0,18.25,565277.3911785027,5.0,0,0,0.75
2025-05-01 13:45:00+00:00,787.0,18.25,543190.8508638359,5.0,0,0,0.75
2025-05-01 14:00:00+00:00,753.0,18.25,519723.90177950246,4.89,0,0,0.75
2025-05-01 14:15:00+00:00,715.0,18.25,493496.1351558357,4.89,0,0,0.75
2025-05-01 14:30:00+00:00,674.0,18.3,465293.3767045708,4.89,0,0,0.75
2025-05-01 14:45:00+00:00,632.0,18.35,436388.4966704611,4.89,0,0,0.75
2025-05-01 15:00:00+00:00,587.0,18.35,405316.53092651995,4.68,0,0,0.75
2025-05-01 15:15:00+00:00,541.0,18.35,373554.07705493586,4.68,0,0,0.75
2025-05-01 15:30:00+00:00,492.0,18.35,339720.1588004223,4.68,0,0,0.75
2025-05-01 15:45:00+00:00,440.99997,18.35,304505.2435759786,4.68,0,0,0.75
2025-05-01 16:00:00+00:00,391.0,18.35,269980.8579084656,4.89,0,0,0.75
2025-05-01 16:15:00+00:00,339.0,18.35,234075.47527102262,4.89,0,0,0.75
2025-05-01 16:30:00+00:00,287.0,18.35,198170.09263357965,4.89,0,0,0.75
2025-05-01 16:45:00+00:00,236.0,18.35,162955.1981237798,4.89,0,0,0.75
2025-05-01 17:00:00+00:00,188.0,18.35,129811.7679969093,5.1,0,0,0.75
2025-05-01 17:15:00+00:00,141.00003,18.35,97358.84671232583,5.1,0,0,0.75
2025-05-01 17:30:00+00:00,97.000015,18.35,66977.35873870598,5.1,0,0,0.75
2025-05-01 17:45:00+00:00,57.0,18.35,39357.82327565868,5.1,0,0,0.75
2025-05-01 18:00:00+00:00,24.000002,18.35,16571.716444411486,7.5,0,0,1.0
2025-05-01 18:15:00+00:00,3.0000005,18.35,2071.4647281734674,7.5,0,0,1.0
2025-05-01 18:30:00+00:00,0.0,18.35,0.0,7.5,0,0,1.0
2025-05-01 18:45:00+00:00,0.0,18.35,0.0,7.5,0,0,1.0
2025-05-01 19:00:00+00:00,0.0,18.35,0.0,15.0,0,0,1.0
2025-05-01 19:15:00+00:00,0.0,18.35,0.0,15.0,0,0,1.0
2025-05-01 19:30:00+00:00,0.0,18.35,0.0,15.0,0,0,1.0
2025-05-01 19:45:00+00:00,0.0,18.3,0.0,15.0,0,0,1.0
2025-05-01 20:00:00+00:00,0.0,18.3,0.0,30.0,0,0,1.0
2025-05-01 20:15:00+00:00,0.0,18.25,0.0,30.0,0,0,1.0
2025-05-01 20:30:00+00:00,0.0,18.2,0.0,30.0,0,0,0.75
2025-05-01 20:45:00+00:00,0.0,18.2,0.0,30.0,0,0,0.75
2025-05-01 21:00:00+00:00,0.0,18.15,0.0,55.0,0,0,0.75
2025-05-01 21:15:00+00:00,0.0,18.15,0.0,55.0,0,0,0.75
2025-05-01 21:30:00+00:00,0.0,18.1,0.0,55.0,0,0,0.75
2025-05-01 21:45:00+00:00,0.0,18.1,0.0,55.0,1,0,0.75
2025-05-01 22:00:00+00:00,0.0,18.1,0.0,35.5,1,0,0.5
2025-05-01 22:15:00+00:00,0.0,18.1,0.0,35.5,1,0,0.5
2025-05-01 22:30:00+00:00,0.0,18.05,0.0,35.5,0,0,0.5
2025-05-01 22:45:00+00:00,0.0,18.05,0.0,35.5,0,0,0.5
2025-05-01 23:00:00+00:00,0.0,18.05,0.0,33.87,0,0,0.5
2025-05-01 23:15:00+00:00,0.0,18.1,0.0,33.87,0,0,0.5
2025-05-01 23:30:00+00:00,0.0,18.2,0.0,33.87,0,0,0.5
2025-05-01 23:45:00+00:00,0.0,18.25,0.0,33.87,0,0,0.5
2025-05-02 00:00:00+00:00,0.0,18.3,0.0,13.04,0,0,0.5
2025-05-02 00:15:00+00:00,0.0,18.3,0.0,13.04,0,0,0.5
2025-05-02 00:30:00+00:00,0.0,18.3,0.0,13.04,0,0,0.5
2025-05-02 00:45:00+00:00,0.0,18.25,0.0,13.04,0,0,0.5
2025-05-02 01:00:00+00:00,0.0,18.25,0.0,5.11,0,0,0.5
2025-05-02 01:15:00+00:00,0.0,18.25,0.0,5.11,0,0,0.5
2025-05-02 01:30:00+00:00,0.0,18.25,0.0,5.11,0,0,0.5
2025-05-02 01:45:00+00:00,0.0,18.25,0.0,5.11,0,0,0.5
2025-05-02 02:00:00+00:00,0.0,18.2,0.0,2.8,0,0,0.5
2025-05-02 02:15:00+00:00,0.0,18.1,0.0,2.8,0,0,0.5
2025-05-02 02:30:00+00:00,0.0,17.95,0.0,2.8,0,0,0.5
2025-05-02 02:45:00+00:00,0.0,17.85,0.0,2.8,0,0,0.5
2025-05-02 03:00:00+00:00,0.0,17.75,0.0,2.5,0,0,0.5
2025-05-02 03:15:00+00:00,0.0,17.75,0.0,2.5,0,0,0.5
2025-05-02 03:30:00+00:00,0.0,17.75,0.0,2.5,0,0,0.5
2025-05-02 03:45:00+00:00,0.0,17.8,0.0,2.5,0,0,0.5
2025-05-02 04:00:00+00:00,0.0,17.8,0.0,2.5,0,0,0.5
2025-05-02 04:15:00+00:00,0.0,17.8,0.0,2.5,0,0,0.5
2025-05-02 04:30:00+00:00,0.0,17.8,0.0,2.5,0,0,0.5
2025-05-02 04:45:00+00:00,10.000001,17.8,6889.276110820004,2.5,0,0,0.5
2025-05-02 05:00:00+00:00,33.000004,17.85,22739.293404884444,3.17,0,0,0.5
2025-05-02 05:15:00+00:00,68.999985,17.9,47555.56832676478,3.17,0,0,0.5
2025-05-02 05:30:00+00:00,114.99998,18.0,79291.9144081163,3.17,0,0,0.5
2025-05-02 05:45:00+00:00,163.00003,18.1,112433.96030420144,3.17,0,0,0.5
2025-05-02 06:00:00+00:00,210.99998,18.15,145573.24166855385,7.96,0,0,0.5
2025-05-02 06:15:00+00:00,259.0,18.2,178726.1909779654,7.96,0,0,0.5
2025-05-02 06:30:00+00:00,307.0,18.2,211849.1916225304,7.96,0,0,0.5
2025-05-02 06:45:00+00:00,358.0,18.2,247042.37980738073,7.96,0,0,0.5
2025-05-02 07:00:00+00:00,410.0,18.2,282925.63050565944,7.96,0,0,0.5
2025-05-02 07:15:00+00:00,462.00006,18.2,318808.9226076891,7.96,0,0,0.5
2025-05-02 07:30:00+00:00,513.0,18.25,354074.8494195017,7.96,0,0,0.5
2025-05-02 07:45:00+00:00,562.0,18.25,387894.8642763353,7.96,0,0,0.5
2025-05-02 08:00:00+00:00,609.0,18.3,420420.8700490855,14.0,0,0,0.75
2025-05-02 08:15:00+00:00,653.0,18.35,450888.74735096697,14.0,0,0,0.75
2025-05-02 08:30:00+00:00,695.0,18.45,480086.4499647881,14.0,0,0,0.75
2025-05-02 08:45:00+00:00,735.0,18.5,507821.60026550613,14.0,0,0,0.75
2025-05-02 09:00:00+00:00,772.0,18.55,533494.9334388277,13.95,0,0,1.0
2025-05-02 09:15:00+00:00,806.0,18.6,557105.1726421092,13.95,0,0,1.0
2025-05-02 09:30:00+00:00,837.0,18.6,578532.2946668058,13.95,0,0,1.0
2025-05-02 09:45:00+00:00,864.0,18.6,597194.6267528319,13.95,0,0,1.0
2025-05-02 10:00:00+00:00,888.0,18.6,613783.3663848548,14.95,0,0,1.0
2025-05-02 10:15:00+00:00,908.0,18.6,627607.3160782075,14.95,0,0,1.0
2025-05-02 10:30:00+00:00,925.0,18.65,639488.9043670886,14.95,0,0,0.75
2025-05-02 10:45:00+00:00,937.0,18.65,647784.9766399589,14.95,0,0,0.75
2025-05-02 11:00:00+00:00,945.0,18.7,653449.7599661687,11.0,0,0,0.75
2025-05-02 11:15:00+00:00,949.0,18.75,656350.3208393275,11.0,0,0,0.75
2025-05-02 11:30:00+00:00,950.0,18.8,657176.7217728638,11.0,0,0,0.75
2025-05-02 11:45:00+00:00,947.0,18.8,655101.426862002,11.0,0,0,0.75
2025-05-02 12:00:00+00:00,940.0,18.85,650392.4311905967,5.79,0,0,0.75
2025-05-02 12:15:00+00:00,931.0,18.9,644297.3518933282,5.79,0,0,0.75
2025-05-02 12:30:00+00:00,917.0,18.9,634608.6699099701,5.79,0,0,0.75
2025-05-02 12:45:00+00:00,899.0,18.95,622279.3354672277,5.79,0,0,0.75
2025-05-02 13:00:00+00:00,877.0,18.95,607051.1426081854,4.31,0,0,0.75
2025-05-02 13:15:00+00:00,851.0,18.95,589054.1874111354,4.31,0,0,0.75
2025-05-02 13:30:00+00:00,822.0,19.0,569097.2787554067,4.31,0,0,0.75
2025-05-02 13:45:00+00:00,789.0,19.0,546250.3077104816,4.31,0,0,0.75
2025-05-02 14:00:00+00:00,754.0,19.0,522018.6717537429,3.17,0,0,0.75
2025-05-02 14:15:00+00:00,716.0,19.0,495710.0384292836,3.17,0,0,0.75
2025-05-02 14:30:00+00:00,674.0,19.0,466632.0752811972,3.17,0,0,0.75
2025-05-02 14:45:00+00:00,631.0,19.0,436861.77967720386,3.17,0,0,0.75
2025-05-02 15:00:00+00:00,586.0,19.0,405706.81916139694,3.17,0,0,0.75
2025-05-02 15:15:00+00:00,539.0,19.0,373167.19373377645,3.17,0,0,0.75
2025-05-02 15:30:00+00:00,490.0,19.0,339242.9033943422,3.17,0,0,0.75
2025-05-02 15:45:00+00:00,441.0,19.0,305318.61305490794,3.17,0,0,0.75
2025-05-02 16:00:00+00:00,390.0,19.0,270009.65780366014,3.17,0,0,0.75
2025-05-02 16:15:00+00:00,339.0,19.0,234700.70255241223,3.17,0,0,0.75
2025-05-02 16:30:00+00:00,288.0,19.0,199391.7473011644,3.17,0,0,0.75
2025-05-02 16:45:00+00:00,236.00002,19.0,163390.47344065885,3.17,0,0,0.75
2025-05-02 17:00:00+00:00,187.0,19.0,129466.16925457549,4.31,0,0,0.75
2025-05-02 17:15:00+00:00,141.00003,19.0,97618.89705283543,4.31,0,0,0.75
2025-05-02 17:30:00+00:00,97.0,19.0,67156.2482229616,4.31,0,0,0.75
2025-05-02 17:45:00+00:00,58.0,19.0,40155.282442595606,4.31,0,0,0.75
2025-05-02 18:00:00+00:00,24.0,19.0,16615.978941763697,5.79,0,0,1.0
2025-05-02 18:15:00+00:00,2.9999998,19.0,2076.9972292539715,5.79,0,0,1.0
2025-05-02 18:30:00+00:00,0.0,19.0,0.0,5.79,0,0,1.0
2025-05-02 18:45:00+00:00,0.0,19.0,0.0,5.79,0,0,1.0
2025-05-02 19:00:00+00:00,0.0,19.0,0.0,15.29,0,0,1.0
2025-05-02 19:15:00+00:00,0.0,19.0,0.0,15.29,0,0,1.0
2025-05-02 19:30:00+00:00,0.0,19.0,0.0,15.29,0,0,1.0
2025-05-02 19:45:00+00:00,0.0,19.0,0.0,15.29,1,0,1.0
2025-05-02 20:00:00+00:00,0.0,18.95,0.0,35.01,1,0,1.0
2025-05-02 20:15:00+00:00,0.0,18.9,0.0,35.01,0,0,1.0
2025-05-02 20:30:00+00:00,0.0,18.8,0.0,35.01,0,0,0.75
2025-05-02 20:45:00+00:00,0.0,18.75,0.0,35.01,0,0,0.75
2025-05-02 21:00:00+00:00,0.0,18.7,0.0,63.62,0,0,0.75
2025-05-02 21:15:00+00:00,0.0,18.7,0.0,63.62,0,0,0.75
2025-05-02 21:30:00+00:00,0.0,18.7,0.0,63.62,0,0,0.75
2025-05-02 21:45:00+00:00,0.0,18.7,0.0,63.62,0,0,0.75
2025-05-02 22:00:00+00:00,0.0,18.7,0.0,52.05,0,0,0.5
2025-05-02 22:15:00+00:00,0.0,18.7,0.0,52.05,0,0,0.5
2025-05-02 22:30:00+00:00,0.0,18.7,0.0,52.05,0,0,0.5
2025-05-02 22:45:00+00:00,0.0,18.7,0.0,52.05,0,0,0.5
2025-05-02 23:00:00+00:00,0.0,18.7,0.0,41.05,0,0,0.5
2025-05-02 23:15:00+00:00,0.0,18.7,0.0,41.05,0,0,0.5
2025-05-02 23:30:00+00:00,0.0,18.75,0.0,41.05,0,0,0.5
2025-05-02 23:45:00+00:00,0.0,18.8,0.0,41.05,0,0,0.5
2025-05-03 00:00:00+00:00,0.0,18.8,0.0,36.13,0,0,0.5
2025-05-03 00:15:00+00:00,0.0,18.8,0.0,36.13,0,0,0.5
2025-05-03 00:30:00+00:00,0.0,18.8,0.0,36.13,0,0,0.5
2025-05-03 00:45:00+00:00,0.0,18.8,0.0,36.13,0,0,0.5
2025-05-03 01:00:00+00:00,0.0,18.8,0.0,26.0,0,0,0.5
2025-05-03 01:15:00+00:00,0.0,18.8,0.0,26.0,0,0,0.5
2025-05-03 01:30:00+00:00,0.0,18.85,0.0,26.0,0,0,0.5
2025-05-03 01:45:00+00:00,0.0,18.85,0.0,26.0,0,0,0.5
2025-05-03 02:00:00+00:00,0.0,18.85,0.0,16.16,0,0,0.5
2025-05-03 02:15:00+00:00,0.0,18.8,0.0,16.16,0,0,0.5
2025-05-03 02:30:00+00:00,0.0,18.8,0.0,16.16,0,0,0.5
2025-05-03 02:45:00+00:00,0.0,18.75,0.0,16.16,0,0,0.5
2025-05-03 03:00:00+00:00,0.0,18.7,0.0,13.89,0,0,0.5
2025-05-03 03:15:00+00:00,0.0,18.7,0.0,13.89,0,0,0.5
2025-05-03 03:30:00+00:00,0.0,18.7,0.0,13.89,0,0,0.5
2025-05-03 03:45:00+00:00,0.0,18.7,0.0,13.89,0,0,0.5
2025-05-03 04:00:00+00:00,0.0,18.7,0.0,13.37,0,0,0.5
2025-05-03 04:15:00+00:00,0.0,18.7,0.0,13.37,0,0,0.5
2025-05-03 04:30:00+00:00,0.0,18.7,0.0,13.37,0,0,0.5
2025-05-03 04:45:00+00:00,10.000001,18.7,6914.812966255499,13.37,0,0,0.5
2025-05-03 05:00:00+00:00,32.000004,18.7,22127.40204520258,15.17,0,0,0.5
2025-05-03 05:15:00+00:00,61.000008,18.75,42189.014564806675,15.17,0,0,0.5
2025-05-03 05:30:00+00:00,99.99999,18.8,69176.4901110728,15.17,0,0,0.5
2025-05-03 05:45:00+00:00,140.99998,18.85,97558.85084045265,15.17,0,0,0.5
2025-05-03 06:00:00+00:00,184.0,18.9,127336.96320985223,16.91,0,0,0.5
2025-05-03 06:15:00+00:00,229.00003,18.9,158479.17606067966,16.91,0,0,0.5
2025-05-03 06:30:00+00:00,275.0,18.9,190313.3961016813,16.91,0,0,0.5
2025-05-03 06:45:00+00:00,319.99997,18.9,221455.56742958596,16.91,0,0,0.5
2025-05-03 07:00:00+00:00,362.0,18.9,250521.63414112228,14.13,0,0,0.5
2025-05-03 07:15:00+00:00,401.0,18.9,277511.5339519062,14.13,0,0,0.5
2025-05-03 07:30:00+00:00,439.0,18.95,303871.6665963437,14.13,0,0,0.5
2025-05-03 07:45:00+00:00,478.0,18.95,330867.0993919187,14.13,0,0,0.5
2025-05-03 08:00:00+00:00,515.0,18.95,356478.1510184898,12.67,0,0,0.75
2025-05-03 08:15:00+00:00,553.0,18.9,382702.9383426537,12.67,0,0,0.75
2025-05-03 08:30:00+00:00,591.0,18.9,409000.78944034054,12.67,0,0,0.75
2025-05-03 08:45:00+00:00,633.0,18.85,437977.0307911145,12.67,0,0,0.75
2025-05-03 09:00:00+00:00,683.0,18.8,472475.47470617463,5.7,0,0,1.0
2025-05-03 09:15:00+00:00,734.0,18.8,507755.48819082306,5.7,0,0,1.0
2025-05-03 09:30:00+00:00,781.0,18.8,540268.4417943227,5.7,0,0,1.0
2025-05-03 09:45:00+00:00,816.0,18.85,564595.9828207731,5.7,0,0,1.0
2025-05-03 10:00:00+00:00,844.0,18.85,583969.3743881527,4.31,0,0,1.0
2025-05-03 10:15:00+00:00,864.0,18.85,597807.5112219951,4.31,0,0,1.0
2025-05-03 10:30:00+00:00,876.0,18.85,606110.3933223006,4.31,0,0,0.75
2025-05-03 10:45:00+00:00,878.0,18.85,607494.207005685,4.31,0,0,0.75
2025-05-03 11:00:00+00:00,865.0,18.8,598376.6992984497,3.0,0,0,0.75
2025-05-03 11:15:00+00:00,844.0,18.7,583610.1559909486,3.0,0,0,0.75
2025-05-03 11:30:00+00:00,828.0,18.55,572194.0477815408,3.0,0,0,0.75
2025-05-03 11:45:00+00:00,825.0,18.4,569769.7492146277,3.0,0,0,0.75
2025-05-03 12:00:00+00:00,836.0,18.3,577129.470215165,4.31,0,0,0.75
2025-05-03 12:15:00+00:00,852.0,18.3,588175.0103149768,4.31,0,0,0.75
2025-05-03 12:30:00+00:00,859.0,18.35,593129.3016454525,4.31,0,0,0.75
2025-05-03 12:45:00+00:00,848.0,18.4,585654.2391927324,4.31,0,0,0.75
2025-05-03 13:00:00+00:00,826.0,18.45,570577.5649941223,4.7,0,0,0.75
2025-05-03 13:15:00+00:00,795.0,18.45,549163.6370100813,4.7,0,0,0.75
2025-05-03 13:30:00+00:00,758.0,18.45,523605.07780332275,4.7,0,0,0.75
2025-05-03 13:45:00+00:00,716.0,18.45,494592.6592442997,4.7,0,0,0.75
2025-05-03 14:00:00+00:00,665.0,18.45,459363.2938512001,4.31,0,0,0.75
2025-05-03 14:15:00+00:00,611.0,18.5,422148.29627513496,4.31,0,0,0.75
2025-05-03 14:30:00+00:00,564.0,18.55,389755.36588018,4.31,0,0,0.75
2025-05-03 14:45:00+00:00,526.0,18.6,363569.87693517306,4.31,0,0,0.75
2025-05-03 15:00:00+00:00,501.00003,18.65,346361.0381325173,0.98,0,0,0.75
2025-05-03 15:15:00+00:00,477.0,18.7,329836.5455067328,0.98,0,0,0.75
2025-05-03 15:30:00+00:00,447.99997,18.7,309783.5691654506,0.98,0,0,0.75
2025-05-03 15:45:00+00:00,406.99997,18.75,281490.5804964138,0.98,0,0,0.75
2025-05-03 16:00:00+00:00,360.00003,18.75,248984.33634633032,0.27,0,0,0.75
2025-05-03 16:15:00+00:00,311.0,18.8,215138.90575932697,0.27,0,0,0.75
2025-05-03 16:30:00+00:00,261.0,18.8,180550.65724496573,0.27,0,0,0.75
2025-05-03 16:45:00+00:00,213.0,18.85,147376.15728042243,0.27,0,0,0.75
2025-05-03 17:00:00+00:00,169.00002,18.85,116932.27008410581,4.31,0,0,0.75
2025-05-03 17:15:00+00:00,127.0,18.85,87872.16889489976,4.31,0,0,0.75
2025-05-03 17:30:00+00:00,87.000015,18.9,60208.248420171694,4.31,0,0,0.75
2025-05-03 17:45:00+00:00,52.000004,18.9,35986.53584924005,4.31,0,0,0.75
2025-05-03 18:00:00+00:00,22.000004,18.9,15225.074456329357,5.0,0,0,1.0
2025-05-03 18:15:00+00:00,3.999999,18.9,2768.1941603393784,5.0,0,0,1.0
2025-05-03 18:30:00+00:00,0.0,18.9,0.0,5.0,0,0,1.0
2025-05-03 18:45:00+00:00,0.0,18.9,0.0,5.0,0,0,1.0
2025-05-03 19:00:00+00:00,0.0,18.9,0.0,19.01,0,0,1.0
2025-05-03 19:15:00+00:00,0.0,18.9,0.0,19.01,0,0,1.0
2025-05-03 19:30:00+00:00,0.0,18.9,0.0,19.01,0,0,1.0
2025-05-03 19:45:00+00:00,0.0,18.9,0.0,19.01,0,0,1.0
2025-05-03 20:00:00+00:00,0.0,18.9,0.0,35.24,0,0,1.0
2025-05-03 20:15:00+00:00,0.0,18.9,0.0,35.24,0,0,1.0
2025-05-03 20:30:00+00:00,0.0,18.85,0.0,35.24,0,0,0.75
2025-05-03 20:45:00+00:00,0.0,18.8,0.0,35.24,0,0,0.75
2025-05-03 21:00:00+00:00,0.0,18.8,0.0,57.18,0,0,0.75
2025-05-03 21:15:00+00:00,0.0,18.8,0.0,57.18,0,0,0.75
2025-05-03 21:30:00+00:00,0.0,18.8,0.0,57.18,0,0,0.75
2025-05-03 21:45:00+00:00,0.0,18.8,0.0,57.18,0,0,0.75
2025-05-03 22:00:00+00:00,0.0,18.8,0.0,57.18,0,0,0.5
2025-05-03 22:15:00+00:00,0.0,18.8,0.0,57.18,0,0,0.5
2025-05-03 22:30:00+00:00,0.0,18.75,0.0,57.18,0,0,0.5
2025-05-03 22:45:00+00:00,0.0,18.75,0.0,57.18,0,0,0.5
2025-05-03 23:00:00+00:00,0.0,18.7,0.0,47.36,0,0,0.5
2025-05-03 23:15:00+00:00,0.0,18.65,0.0,47.36,0,0,0.5
2025-05-03 23:30:00+00:00,0.0,18.6,0.0,47.36,0,0,0.5
2025-05-03 23:45:00+00:00,0.0,18.55,0.0,47.36,0,0,0.5
