date,global_tilted_irradiance_forecast,temperature_2m_forecast,E_inverter_input_forecast,Price_forecast,PV_fault,Cyberattack_alert,Buy_percentage
2025-05-04 00:00:00+00:00,0.0,18.5,0.0,36.13,0,0,0.5
2025-05-04 00:15:00+00:00,0.0,18.5,0.0,36.13,0,0,0.5
2025-05-04 00:30:00+00:00,0.0,18.55,0.0,36.13,0,0,0.5
2025-05-04 00:45:00+00:00,0.0,18.6,0.0,36.13,0,0,0.5
2025-05-04 01:00:00+00:00,0.0,18.6,0.0,32.35,0,0,0.5
2025-05-04 01:15:00+00:00,0.0,18.6,0.0,32.35,0,0,0.5
2025-05-04 01:30:00+00:00,0.0,18.6,0.0,32.35,0,0,0.5
2025-05-04 01:45:00+00:00,0.0,18.6,0.0,32.35,0,0,0.5
2025-05-04 02:00:00+00:00,0.0,18.6,0.0,24.01,0,0,0.5
2025-05-04 02:15:00+00:00,0.0,18.6,0.0,24.01,0,0,0.5
2025-05-04 02:30:00+00:00,0.0,18.55,0.0,24.01,0,0,0.5
2025-05-04 02:45:00+00:00,0.0,18.5,0.0,24.01,0,0,0.5
2025-05-04 03:00:00+00:00,0.0,18.5,0.0,19.31,0,0,0.5
2025-05-04 03:15:00+00:00,0.0,18.5,0.0,19.31,0,0,0.5
2025-05-04 03:30:00+00:00,0.0,18.55,0.0,19.31,0,0,0.5
2025-05-04 03:45:00+00:00,0.0,18.6,0.0,19.31,0,0,0.5
2025-05-04 04:00:00+00:00,0.0,18.6,0.0,16.54,0,0,0.5
2025-05-04 04:15:00+00:00,0.0,18.6,0.0,16.54,0,0,0.5
2025-05-04 04:30:00+00:00,0.0,18.55,0.0,16.54,0,0,0.5
2025-05-04 04:45:00+00:00,4.0,18.55,2764.2224530509216,16.54,0,0,0.5
2025-05-04 05:00:00+00:00,11.0,18.5,7600.0511604361445,15.58,0,0,0.5
2025-05-04 05:15:00+00:00,24.0,18.45,16578.52489087038,15.58,0,0,0.5
2025-05-04 05:30:00+00:00,40.0,18.4,27625.19996192134,15.58,0,0,0.5
2025-05-04 05:45:00+00:00,56.0,18.3,38659.39034934119,15.58,0,0,0.5
2025-05-04 06:00:00+00:00,72.0,18.3,49704.93044915296,13.62,0,0,0.5
2025-05-04 06:15:00+00:00,89.0,18.35,61453.443360238976,13.62,0,0,0.5
2025-05-04 06:30:00+00:00,106.0,18.45,73221.81826801083,13.62,0,0,0.5
2025-05-04 06:45:00+00:00,123.0,18.5,84982.39024851327,13.62,0,0,0.5
2025-05-04 07:00:00+00:00,141.0,18.6,97458.84533813574,13.0,0,0,0.5
2025-05-04 07:15:00+00:00,158.0,18.65,109231.61825945946,13.0,0,0,0.5
2025-05-04 07:30:00+00:00,176.0,18.7,121700.69603602718,13.0,0,0,0.5
2025-05-04 07:45:00+00:00,193.0,18.75,133483.25808428894,13.0,0,0,0.5
2025-05-04 08:00:00+00:00,209.0,18.75,144549.22766640614,20.93,0,0,0.75
2025-05-04 08:15:00+00:00,226.0,18.7,156274.75740989856,20.93,0,0,0.75
2025-05-04 08:30:00+00:00,244.0,18.65,168686.8028816969,20.93,0,0,0.75
2025-05-04 08:45:00+00:00,270.0,18.55,186585.0155809372,20.93,0,0,0.75
2025-05-04 09:00:00+00:00,306.0,18.5,211419.6050084964,20.93,0,0,1.0
2025-05-04 09:15:00+00:00,344.0,18.5,237674.32719909394,20.93,0,0,1.0
2025-05-04 09:30:00+00:00,377.0,18.5,260474.48068040243,20.93,0,0,1.0
2025-05-04 09:45:00+00:00,393.0,18.55,271584.85601225303,20.93,0,0,1.0
2025-05-04 10:00:00+00:00,388.0,18.55,268129.5779459393,20.93,0,0,1.0
2025-05-04 10:15:00+00:00,375.0,18.55,259145.85497352388,20.93,0,0,1.0
2025-05-04 10:30:00+00:00,366.0,18.6,252978.2793883523,20.93,0,0,0.75
2025-05-04 10:45:00+00:00,375.0,18.6,259199.056750361,20.93,0,0,0.75
2025-05-04 11:00:00+00:00,399.0,18.6,275787.7963823841,20.93,0,0,0.75
2025-05-04 11:15:00+00:00,430.0,18.6,297214.9184070806,20.93,0,0,0.75
2025-05-04 11:30:00+00:00,461.0,18.6,318642.04043177713,20.93,0,0,0.75
2025-05-04 11:45:00+00:00,484.0,18.55,334470.9168191615,20.93,0,0,0.75
2025-05-04 12:00:00+00:00,503.0,18.55,347600.9734711534,20.93,0,0,0.75
2025-05-04 12:15:00+00:00,519.0,18.55,358657.86328335706,20.93,0,0,0.75
2025-05-04 12:30:00+00:00,531.0,18.6,367025.86435851123,20.93,0,0,0.75
2025-05-04 12:45:00+00:00,537.0,18.6,371173.049266517,20.93,0,0,0.75
2025-05-04 13:00:00+00:00,534.0,18.6,369099.4568125141,20.93,0,0,0.75
2025-05-04 13:15:00+00:00,528.0,18.55,364877.36380272167,20.93,0,0,0.75
2025-05-04 13:30:00+00:00,525.0,18.55,362804.19696293346,20.93,0,0,0.75
2025-05-04 13:45:00+00:00,532.0,18.5,367566.1106683663,20.93,0,0,0.75
2025-05-04 14:00:00+00:00,551.0,18.45,380615.30061956577,16.2,0,0,0.75
2025-05-04 14:15:00+00:00,567.0,18.45,391667.65054681274,16.2,0,0,0.75
2025-05-04 14:30:00+00:00,571.0,18.4,394349.7294564271,16.2,0,0,0.75
2025-05-04 14:45:00+00:00,554.0,18.4,382609.01947261055,16.2,0,0,0.75
2025-05-04 15:00:00+00:00,520.0,18.4,359127.59950497746,6.3,0,0,0.75
2025-05-04 15:15:00+00:00,478.0,18.4,330121.13954496005,6.3,0,0,0.75
2025-05-04 15:30:00+00:00,432.0,18.45,298413.4480356669,6.3,0,0,0.75
2025-05-04 15:45:00+00:00,386.99997,18.5,267383.5973715685,6.3,1,0,0.75
2025-05-04 16:00:00+00:00,341.0,18.5,235601.58597352044,6.09,1,0,0.75
2025-05-04 16:15:00+00:00,294.0,18.5,203128.6401062024,6.09,0,0,0.75
2025-05-04 16:30:00+00:00,246.99998,18.5,170655.6804206095,6.09,0,0,0.75
2025-05-04 16:45:00+00:00,203.0,18.5,140255.48959713973,6.09,0,0,0.75
2025-05-04 17:00:00+00:00,160.0,18.5,110546.19869725301,6.09,0,0,0.75
2025-05-04 17:15:00+00:00,121.00001,18.55,83617.7361153465,6.09,0,0,0.75
2025-05-04 17:30:00+00:00,84.999985,18.55,58739.71676149787,6.09,0,0,0.75
2025-05-04 17:45:00+00:00,51.000008,18.6,35251.07724762897,6.09,0,0,0.75
2025-05-04 18:00:00+00:00,22.000002,18.6,15206.346045082815,14.86,0,0,1.0
2025-05-04 18:15:00+00:00,4.0000005,18.55,2764.222798578728,14.86,0,0,1.0
2025-05-04 18:30:00+00:00,0.0,18.5,0.0,14.86,0,0,1.0
2025-05-04 18:45:00+00:00,0.0,18.4,0.0,14.86,0,0,1.0
2025-05-04 19:00:00+00:00,0.0,18.35,0.0,20.94,0,0,1.0
2025-05-04 19:15:00+00:00,0.0,18.35,0.0,20.94,0,0,1.0
2025-05-04 19:30:00+00:00,0.0,18.35,0.0,20.94,0,0,1.0
2025-05-04 19:45:00+00:00,0.0,18.35,0.0,20.94,0,0,1.0
2025-05-04 20:00:00+00:00,0.0,18.35,0.0,36.13,0,0,1.0
2025-05-04 20:15:00+00:00,0.0,18.35,0.0,36.13,0,0,1.0
2025-05-04 20:30:00+00:00,0.0,18.35,0.0,36.13,0,0,0.75
2025-05-04 20:45:00+00:00,0.0,18.35,0.0,36.13,0,0,0.75
2025-05-04 21:00:00+00:00,0.0,18.35,0.0,35.0,0,0,0.75
2025-05-04 21:15:00+00:00,0.0,18.35,0.0,35.0,0,0,0.75
2025-05-04 21:30:00+00:00,0.0,18.4,0.0,35.0,0,0,0.75
2025-05-04 21:45:00+00:00,0.0,18.4,0.0,35.0,0,0,0.75
2025-05-04 22:00:00+00:00,0.0,18.4,0.0,35.0,0,0,0.5
2025-05-04 22:15:00+00:00,0.0,18.4,0.0,35.0,0,0,0.5
2025-05-04 22:30:00+00:00,0.0,18.4,0.0,35.0,0,0,0.5
2025-05-04 22:45:00+00:00,0.0,18.35,0.0,35.0,0,0,0.5
2025-05-04 23:00:00+00:00,0.0,18.3,0.0,24.41,0,0,0.5
2025-05-04 23:15:00+00:00,0.0,18.2,0.0,24.41,0,0,0.5
2025-05-04 23:30:00+00:00,0.0,18.05,0.0,24.41,0,0,0.5
2025-05-04 23:45:00+00:00,0.0,17.95,0.0,24.41,0,0,0.5
2025-05-05 00:00:00+00:00,0.0,17.85,0.0,47.78,0,0,0.5
2025-05-05 00:15:00+00:00,0.0,17.8,0.0,47.78,0,0,0.5
2025-05-05 00:30:00+00:00,0.0,17.75,0.0,47.78,0,0,0.5
2025-05-05 00:45:00+00:00,0.0,17.75,0.0,47.78,0,0,0.5
2025-05-05 01:00:00+00:00,0.0,17.75,0.0,47.56,0,0,0.5
2025-05-05 01:15:00+00:00,0.0,17.75,0.0,47.56,0,0,0.5
2025-05-05 01:30:00+00:00,0.0,17.8,0.0,47.56,0,0,0.5
2025-05-05 01:45:00+00:00,0.0,17.8,0.0,47.56,0,0,0.5
2025-05-05 02:00:00+00:00,0.0,17.8,0.0,47.56,0,0,0.5
2025-05-05 02:15:00+00:00,0.0,17.75,0.0,47.56,0,0,0.5
2025-05-05 02:30:00+00:00,0.0,17.7,0.0,47.56,0,0,0.5
2025-05-05 02:45:00+00:00,0.0,17.65,0.0,47.56,0,0,0.5
2025-05-05 03:00:00+00:00,0.0,17.65,0.0,47.56,0,0,0.5
2025-05-05 03:15:00+00:00,0.0,17.65,0.0,47.56,0,0,0.5
2025-05-05 03:30:00+00:00,0.0,17.7,0.0,47.56,0,0,0.5
2025-05-05 03:45:00+00:00,0.0,17.75,0.0,47.56,0,0,0.5
2025-05-05 04:00:00+00:00,0.0,17.8,0.0,47.56,0,0,0.5
2025-05-05 04:15:00+00:00,0.0,17.8,0.0,47.56,0,0,0.5
2025-05-05 04:30:00+00:00,0.0,17.8,0.0,47.56,1,0,0.5
2025-05-05 04:45:00+00:00,11.0,17.85,7579.763549535597,47.56,1,0,0.5
2025-05-05 05:00:00+00:00,31.0,17.85,21361.1518214185,45.73,1,0,0.5
2025-05-05 05:15:00+00:00,59.0,17.9,40663.46581494361,45.73,0,0,0.5
2025-05-05 05:30:00+00:00,96.0,18.0,66191.52266964882,45.73,0,0,0.5
2025-05-05 05:45:00+00:00,136.0,18.05,93790.61829306876,45.73,0,0,0.5
2025-05-05 06:00:00+00:00,180.0,18.1,124160.17871135518,47.56,0,0,0.5
2025-05-05 06:15:00+00:00,229.0,18.1,157959.3384716685,47.56,0,1,0.5
2025-05-05 06:30:00+00:00,280.0,18.1,193138.0557732192,47.56,0,1,0.5
2025-05-05 06:45:00+00:00,329.00003,18.05,226890.56053042773,47.56,0,1,0.5
2025-05-05 07:00:00+00:00,375.0,18.05,258613.8372051528,35.0,0,0,0.5
2025-05-05 07:15:00+00:00,417.0,18.05,287578.58697213,35.0,0,0,0.5
2025-05-05 07:30:00+00:00,455.0,18.05,313784.7891422521,35.0,0,0,0.5
2025-05-05 07:45:00+00:00,487.0,18.1,335922.26129127765,35.0,0,0,0.5
2025-05-05 08:00:00+00:00,508.0,18.1,350407.6154742691,39.56,0,0,0.75
2025-05-05 08:15:00+00:00,523.0,18.1,360754.29703354876,39.56,0,0,0.75
2025-05-05 08:30:00+00:00,538.0,18.15,371177.305408664,39.56,0,0,0.75
2025-05-05 08:45:00+00:00,560.0,18.15,386355.55953318183,39.56,0,0,0.75
2025-05-05 09:00:00+00:00,590.0,18.15,407053.1787938879,47.56,0,0,1.0
2025-05-05 09:15:00+00:00,622.0,18.15,429130.6393386412,47.56,0,0,1.0
2025-05-05 09:30:00+00:00,653.0,18.2,450610.82126876985,47.56,0,0,1.0
2025-05-05 09:45:00+00:00,679.0,18.2,468552.4466179092,47.56,0,0,1.0
2025-05-05 10:00:00+00:00,701.0,18.2,483733.8219133349,45.43,0,0,1.0
2025-05-05 10:15:00+00:00,720.0,18.2,496845.0096684752,45.43,0,0,1.0
2025-05-05 10:30:00+00:00,739.0,18.25,510061.04039183585,45.43,0,0,0.75
2025-05-05 10:45:00+00:00,759.0,18.25,523865.1280885024,45.43,0,0,0.75
2025-05-05 11:00:00+00:00,780.0,18.25,538359.4201700026,62.73,0,0,0.75
2025-05-05 11:15:00+00:00,800.0,18.25,552163.5078666693,62.73,0,0,0.75
2025-05-05 11:30:00+00:00,818.0,18.3,564703.2376028767,62.73,0,0,0.75
2025-05-05 11:45:00+00:00,831.0,18.3,573677.7389339738,62.73,0,0,0.75
2025-05-05 12:00:00+00:00,840.0,18.3,579890.8552401179,47.6,0,0,0.75
2025-05-05 12:15:00+00:00,845.0,18.3,583342.586521309,47.6,0,0,0.75
2025-05-05 12:30:00+00:00,845.0,18.3,583342.586521309,47.6,0,0,0.75
2025-05-05 12:45:00+00:00,836.0,18.35,577248.0747096605,47.6,0,0,0.75
2025-05-05 13:00:00+00:00,821.0,18.35,566890.7527950135,47.56,0,0,0.75
2025-05-05 13:15:00+00:00,799.0,18.35,551700.0139868645,47.56,0,0,0.75
2025-05-05 13:30:00+00:00,775.0,18.35,535128.2989234292,47.56,0,0,0.75
2025-05-05 13:45:00+00:00,749.0,18.4,517281.869286977,47.56,0,0,0.75
2025-05-05 14:00:00+00:00,727.0,18.4,502088.0093079203,41.27,0,0,0.75
2025-05-05 14:15:00+00:00,700.0,18.45,483540.3093170527,41.27,0,0,0.75
2025-05-05 14:30:00+00:00,658.0,18.45,454527.8907580296,41.27,0,0,0.75
2025-05-05 14:45:00+00:00,595.0,18.5,411093.6764054096,41.27,0,0,0.75
2025-05-05 15:00:00+00:00,511.0,18.5,353056.92208935186,33.17,0,0,0.75
2025-05-05 15:15:00+00:00,424.0,18.5,292947.42654772045,33.17,0,0,0.75
2025-05-05 15:30:00+00:00,345.0,18.45,238316.29530626166,33.17,0,0,0.75
2025-05-05 15:45:00+00:00,284.0,18.4,196138.91972964152,33.17,0,0,0.75
2025-05-05 16:00:00+00:00,232.0,18.35,160193.24561320723,30.36,0,0,0.75
2025-05-05 16:15:00+00:00,189.0,18.3,130475.44242902652,30.36,0,0,0.75
2025-05-05 16:30:00+00:00,152.0,18.25,104911.06649466716,30.36,0,0,0.75
2025-05-05 16:45:00+00:00,123.0,18.25,84895.1393345004,30.36,0,0,0.75
2025-05-05 17:00:00+00:00,101.0,18.2,69696.31385627222,30.36,0,0,0.75
2025-05-05 17:15:00+00:00,81.0,18.15,55883.57200390665,30.36,0,0,0.75
2025-05-05 17:30:00+00:00,60.0,18.15,41395.238521412335,30.36,0,0,0.75
2025-05-05 17:45:00+00:00,38.0,18.1,26211.59328350832,30.36,0,0,0.75
2025-05-05 18:00:00+00:00,17.0,18.1,11726.23910051688,31.01,0,0,1.0
2025-05-05 18:15:00+00:00,3.0,18.1,2069.3363118559196,31.01,0,0,1.0
2025-05-05 18:30:00+00:00,0.0,18.15,0.0,31.01,0,0,1.0
2025-05-05 18:45:00+00:00,0.0,18.2,0.0,31.01,0,0,1.0
2025-05-05 19:00:00+00:00,0.0,18.2,0.0,47.56,0,0,1.0
2025-05-05 19:15:00+00:00,0.0,18.2,0.0,47.56,0,0,1.0
2025-05-05 19:30:00+00:00,0.0,18.2,0.0,47.56,0,0,1.0
2025-05-05 19:45:00+00:00,0.0,18.15,0.0,47.56,0,0,1.0
2025-05-05 20:00:00+00:00,0.0,18.15,0.0,43.23,0,0,1.0
2025-05-05 20:15:00+00:00,0.0,18.15,0.0,43.23,0,0,1.0
2025-05-05 20:30:00+00:00,0.0,18.1,0.0,43.23,0,0,0.75
2025-05-05 20:45:00+00:00,0.0,18.1,0.0,43.23,0,0,0.75
2025-05-05 21:00:00+00:00,0.0,18.1,0.0,47.56,0,0,0.75
2025-05-05 21:15:00+00:00,0.0,18.1,0.0,47.56,0,0,0.75
2025-05-05 21:30:00+00:00,0.0,18.1,0.0,47.56,0,0,0.75
2025-05-05 21:45:00+00:00,0.0,18.1,0.0,47.56,0,0,0.75
2025-05-05 22:00:00+00:00,0.0,18.1,0.0,47.56,0,0,0.5
2025-05-05 22:15:00+00:00,0.0,18.1,0.0,47.56,0,0,0.5
2025-05-05 22:30:00+00:00,0.0,18.05,0.0,47.56,0,0,0.5
2025-05-05 22:45:00+00:00,0.0,18.05,0.0,47.56,0,0,0.5
2025-05-05 23:00:00+00:00,0.0,18.05,0.0,45.73,0,0,0.5
2025-05-05 23:15:00+00:00,0.0,18.1,0.0,45.73,0,0,0.5
2025-05-05 23:30:00+00:00,0.0,18.15,0.0,45.73,0,0,0.5
2025-05-05 23:45:00+00:00,0.0,18.2,0.0,45.73,0,0,0.5
2025-05-06 00:00:00+00:00,0.0,18.2,0.0,47.78,0,0,0.5
2025-05-06 00:15:00+00:00,0.0,18.2,0.0,47.78,0,0,0.5
2025-05-06 00:30:00+00:00,0.0,18.2,0.0,47.78,0,0,0.5
2025-05-06 00:45:00+00:00,0.0,18.15,0.0,47.78,0,0,0.5
2025-05-06 01:00:00+00:00,0.0,18.1,0.0,62.76,0,0,0.5
2025-05-06 01:15:00+00:00,0.0,18.0,0.0,62.76,0,0,0.5
2025-05-06 01:30:00+00:00,0.0,17.9,0.0,62.76,0,0,0.5
2025-05-06 01:45:00+00:00,0.0,17.8,0.0,62.76,0,0,0.5
2025-05-06 02:00:00+00:00,0.0,17.75,0.0,51.33,0,0,0.5
2025-05-06 02:15:00+00:00,0.0,17.75,0.0,51.33,0,0,0.5
2025-05-06 02:30:00+00:00,0.0,17.8,0.0,51.33,0,0,0.5
2025-05-06 02:45:00+00:00,0.0,17.85,0.0,51.33,0,0,0.5
2025-05-06 03:00:00+00:00,0.0,17.85,0.0,47.78,0,0,0.5
2025-05-06 03:15:00+00:00,0.0,17.85,0.0,47.78,0,0,0.5
2025-05-06 03:30:00+00:00,0.0,17.8,0.0,47.78,0,0,0.5
2025-05-06 03:45:00+00:00,0.0,17.75,0.0,47.78,0,0,0.5
2025-05-06 04:00:00+00:00,0.0,17.7,0.0,47.78,0,0,0.5
2025-05-06 04:15:00+00:00,0.0,17.65,0.0,47.78,0,0,0.5
2025-05-06 04:30:00+00:00,1.0,17.6,688.3600565696506,47.78,0,0,0.5
2025-05-06 04:45:00+00:00,12.999999,17.5,8944.99139080177,47.78,0,0,0.5
2025-05-06 05:00:00+00:00,34.000004,17.5,23394.59742014024,36.0,0,0,0.5
2025-05-06 05:15:00+00:00,63.999992,17.55,44045.958344798615,36.0,0,0,0.5
2025-05-06 05:30:00+00:00,100.00001,17.6,68836.01254056563,36.0,0,0,0.5
2025-05-06 05:45:00+00:00,139.00002,17.65,95701.78175850093,36.0,0,0,0.5
2025-05-06 06:00:00+00:00,181.0,17.7,124644.52768768014,38.0,0,0,0.5
2025-05-06 06:15:00+00:00,223.0,17.7,153567.56726161696,38.0,0,0,0.5
2025-05-06 06:30:00+00:00,267.0,17.65,183830.01476920472,38.0,0,0,0.5
2025-05-06 06:45:00+00:00,315.0,17.6,216833.41781943993,38.0,0,0,0.5
2025-05-06 07:00:00+00:00,366.00003,17.6,251939.8013552938,39.0,0,0,0.5
2025-05-06 07:15:00+00:00,418.0,17.6,287734.50364611397,39.0,0,0,0.5
2025-05-06 07:30:00+00:00,469.0,17.6,322840.8665311662,39.0,0,0,0.5
2025-05-06 07:45:00+00:00,519.0,17.65,357332.5006187912,39.0,0,0,0.5
2025-05-06 08:00:00+00:00,566.0,17.7,389772.3904487678,38.0,0,0,0.75
2025-05-06 08:15:00+00:00,611.0,17.8,420934.7282776294,38.0,0,0,0.75
2025-05-06 08:30:00+00:00,653.0,17.9,450054.9691043758,38.0,0,0,0.75
2025-05-06 08:45:00+00:00,695.0,18.05,479297.64495355,38.0,0,0,0.75
2025-05-06 09:00:00+00:00,736.0,18.1,507677.17517531896,48.23,0,0,1.0
2025-05-06 09:15:00+00:00,775.0,18.1,534578.5472294458,48.23,0,1,1.0
2025-05-06 09:30:00+00:00,811.0,18.1,559410.582971717,48.23,0,0,1.0
2025-05-06 09:45:00+00:00,839.0,18.05,578605.3584403286,48.23,0,0,1.0
2025-05-06 10:00:00+00:00,863.0,18.0,595034.2089990306,47.78,0,0,1.0
2025-05-06 10:15:00+00:00,881.0,18.0,607445.1194995898,47.78,0,0,1.0
2025-05-06 10:30:00+00:00,897.0,17.95,618349.7812943369,47.78,0,0,0.75
2025-05-06 10:45:00+00:00,908.0,17.95,625932.6660147803,47.78,0,0,0.75
2025-05-06 11:00:00+00:00,918.0,18.0,632956.435528517,47.56,0,0,0.75
2025-05-06 11:15:00+00:00,923.0,18.1,636665.8052810048,47.56,0,0,0.75
2025-05-06 11:30:00+00:00,924.0,18.2,637617.7624078764,47.56,0,0,0.75
2025-05-06 11:45:00+00:00,921.0,18.3,635808.9019954151,47.56,0,0,0.75
2025-05-06 12:00:00+00:00,916.0,18.4,632617.0791279987,47.56,0,0,0.75
2025-05-06 12:15:00+00:00,906.0,18.45,625839.314630357,47.56,0,0,0.75
2025-05-06 12:30:00+00:00,892.0,18.4,616041.9591508459,47.56,0,0,0.75
2025-05-06 12:45:00+00:00,873.0,18.4,602919.9891689334,47.56,0,0,0.75
2025-05-06 13:00:00+00:00,852.0,18.4,588416.7591889246,43.23,0,0,0.75
2025-05-06 13:15:00+00:00,827.0,18.4,571151.0092127237,43.23,0,0,0.75
2025-05-06 13:30:00+00:00,794.0,18.45,548472.8651396283,43.23,0,0,0.75
2025-05-06 13:45:00+00:00,750.0,18.5,518185.30639337347,43.23,0,0,0.75
2025-05-06 14:00:00+00:00,693.0,18.5,478803.2231074772,43.23,0,0,0.75
2025-05-06 14:15:00+00:00,633.0,18.5,437348.3985960072,43.23,0,0,0.75
2025-05-06 14:30:00+00:00,580.0,18.55,400812.2556923835,43.23,0,0,0.75
2025-05-06 14:45:00+00:00,540.0,18.55,373170.0311618744,43.23,0,0,0.75
2025-05-06 15:00:00+00:00,514.0,18.55,355202.58521704347,47.56,0,0,0.75
2025-05-06 15:15:00+00:00,490.0,18.55,338617.2504987379,47.56,0,0,0.75
2025-05-06 15:30:00+00:00,459.0,18.55,317194.5264875932,47.56,0,0,0.75
2025-05-06 15:45:00+00:00,417.0,18.55,288170.1907305586,47.56,0,0,0.75
2025-05-06 16:00:00+00:00,366.0,18.55,252926.3544541593,47.56,0,0,0.75
2025-05-06 16:15:00+00:00,314.0,18.5,216946.91494335906,47.56,0,0,0.75
2025-05-06 16:30:00+00:00,264.0,18.5,182401.2278504675,47.56,0,0,0.75
2025-05-06 16:45:00+00:00,218.0,18.45,150588.2677587393,47.56,0,0,0.75
2025-05-06 17:00:00+00:00,178.0,18.4,122932.13983054996,48.23,0,0,0.75
2025-05-06 17:15:00+00:00,139.0,18.35,95977.8497423957,48.23,0,0,0.75
2025-05-06 17:30:00+00:00,99.999985,18.3,69034.61526862971,48.23,0,0,0.75
2025-05-06 17:45:00+00:00,62.000015,18.25,42792.682212732645,48.23,0,0,0.75
2025-05-06 18:00:00+00:00,28.000004,18.2,19321.753136246312,47.78,0,0,1.0
2025-05-06 18:15:00+00:00,6.0000014,18.2,4140.376046658146,47.78,0,0,1.0
2025-05-06 18:30:00+00:00,0.0,18.2,0.0,47.78,0,0,1.0
2025-05-06 18:45:00+00:00,0.0,18.2,0.0,47.78,0,0,1.0
2025-05-06 19:00:00+00:00,0.0,18.2,0.0,64.04,0,0,1.0
2025-05-06 19:15:00+00:00,0.0,18.2,0.0,64.04,0,0,1.0
2025-05-06 19:30:00+00:00,0.0,18.2,0.0,64.04,0,0,1.0
2025-05-06 19:45:00+00:00,0.0,18.2,0.0,64.04,0,0,1.0
2025-05-06 20:00:00+00:00,0.0,18.2,0.0,47.78,0,0,1.0
2025-05-06 20:15:00+00:00,0.0,18.15,0.0,47.78,0,0,1.0
2025-05-06 20:30:00+00:00,0.0,18.15,0.0,47.78,0,0,0.75
2025-05-06 20:45:00+00:00,0.0,18.1,0.0,47.78,0,0,0.75
2025-05-06 21:00:00+00:00,0.0,18.05,0.0,65.12,0,0,0.75
2025-05-06 21:15:00+00:00,0.0,18.05,0.0,65.12,0,0,0.75
2025-05-06 21:30:00+00:00,0.0,18.05,0.0,65.12,0,0,0.75
2025-05-06 21:45:00+00:00,0.0,18.0,0.0,65.12,0,0,0.75
2025-05-06 22:00:00+00:00,0.0,18.0,0.0,48.23,0,0,0.5
2025-05-06 22:15:00+00:00,0.0,17.95,0.0,48.23,0,0,0.5
2025-05-06 22:30:00+00:00,0.0,17.9,0.0,48.23,0,0,0.5
2025-05-06 22:45:00+00:00,0.0,17.9,0.0,48.23,0,0,0.5
2025-05-06 23:00:00+00:00,0.0,17.85,0.0,47.78,0,0,0.5
2025-05-06 23:15:00+00:00,0.0,17.85,0.0,47.78,0,0,0.5
2025-05-06 23:30:00+00:00,0.0,17.85,0.0,47.78,0,0,0.5
2025-05-06 23:45:00+00:00,0.0,17.9,0.0,47.78,0,0,0.5
2025-05-07 00:00:00+00:00,0.0,17.9,0.0,46.42,0,0,0.5
